Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
glucose_transport(7)	99	0.61189	0.998	1	0.38811	0.002997	0.016408	0.26409	0.000999	0.00151	37	0.28159	0.28172	0.46674	51	0.092678	0.000999	0.0079587
glucosidase_activity(6)	28	0.7646	1	1	0.2354	0.000999	0.0072255	0.28122	0.000999	0.00151	5	0.2575	0.34665	0.5343	19	0.13614	0.038961	0.1166
glucosyltransferase_activity(6)	65	0.43463	0.15385	0.99577	0.56537	0.84715	1	0.33601	0.000999	0.00151	35	0.26951	0.2028	0.38149	26	0.32337	0.88811	0.93403
glucuronosyltransferase_activity(6)	85	0.56589	0.97702	1	0.43411	0.023976	0.078501	0.28238	0.000999	0.00151	35	0.2811	0.26773	0.45254	46	0.22095	0.26374	0.42498
glutamate_binding(7)	13	0.66704	0.95005	1	0.33296	0.050949	0.13717	0.4467	0.20979	0.2244	3	0.46935	0.78122	0.87618	9	0.37767	0.85215	0.91417
glutamate_metabolic_process(7)	21	0.76744	1	1	0.23256	0.000999	0.0072255	0.1188	0.000999	0.00151	5	0.27271	0.38861	0.57229	16	0.070699	0.005994	0.03055
glutamate_receptor_activity(6)	27	0.55716	0.81918	1	0.44284	0.18182	0.34907	0.49556	0.2967	0.31175	10	0.4619	0.9021	0.95318	15	0.45075	0.98501	0.99378
glutamate_receptor_binding(5)	44	0.54255	0.84216	1	0.45745	0.15884	0.31759	0.28131	0.000999	0.00151	18	0.21852	0.11189	0.25588	23	0.2367	0.39361	0.54944
glutamate_receptor_signaling_pathway(6)	69	0.49589	0.60739	1	0.50411	0.39361	0.59731	0.44201	0.037962	0.044411	31	0.37065	0.82118	0.90118	32	0.40651	0.99401	0.99938
glutamate_secretion(5)	28	0.61325	0.96104	1	0.38675	0.03996	0.11487	0.38041	0.031968	0.037662	8	0.24131	0.26873	0.45366	15	0.24807	0.48851	0.63404
glutamine_family_amino_acid_biosynthetic_process(7)	16	0.61128	0.9001	1	0.38872	0.1009	0.22749	0.13234	0.000999	0.00151	6	0.12131	0.071928	0.18761	9	0.043292	0.01998	0.073384
glutamine_family_amino_acid_catabolic_process(7)	18	0.57038	0.82717	1	0.42962	0.17383	0.33857	0.21723	0.000999	0.00151	9	0.358	0.64236	0.78017	9	0.076468	0.03996	0.11817
glutamine_family_amino_acid_metabolic_process(6)	59	0.57653	0.96304	1	0.42347	0.037962	0.11026	0.14067	0.000999	0.00151	25	0.16354	0.008991	0.042839	33	0.097292	0.001998	0.013547
glutamine_metabolic_process(7)	24	0.43441	0.26474	1	0.56559	0.73626	0.91804	0.053938	0.000999	0.00151	13	0.010676	0.000999	0.0078325	10	0.015574	0.001998	0.013547
glutathione_binding(4)&oligopeptide_binding(5)	16	0.79983	1	1	0.20017	0.000999	0.0072255	0.10651	0.000999	0.00151	4	0.41233	0.73427	0.84801	12	0.0045659	0.001998	0.013547
glutathione_biosynthetic_process(6)	14	0.79898	0.998	1	0.20102	0.002997	0.016408	0.11632	0.000999	0.00151	2	4.1871e-08	0.021978	0.082248	12	0.13571	0.10889	0.23667
glutathione_metabolic_process(5)	44	0.86705	1	1	0.13295	0.000999	0.0072255	0.043824	0.000999	0.00151	5	0.02286	0.00999	0.046407	39	0.046512	0.000999	0.0079587
glutathione_peroxidase_activity(4)	16	0.65111	0.95205	1	0.34889	0.048951	0.1334	0.15969	0.000999	0.00151	6	0.28255	0.43457	0.61268	10	0.085974	0.040959	0.12027
glutathione_transferase_activity(5)	27	0.76591	1	1	0.23409	0.000999	0.0072255	0.12788	0.000999	0.00151	8	0.42574	0.82617	0.90443	19	0.0024706	0.000999	0.0079587
glycerol_ether_metabolic_process(5)	11	0.62359	0.8971	1	0.37641	0.1039	0.23307	0.25874	0.016983	0.0208	4	0.28976	0.46054	0.63431	6	0.11453	0.13387	0.27073
glycerol_metabolic_process(5)	18	0.60566	0.91109	1	0.39434	0.08991	0.2086	0.29726	0.008991	0.011567	7	0.33799	0.58142	0.73295	9	0.10941	0.088911	0.20652
glycerol_transmembrane_transporter_activity(5)&glycerol_transport(5)&glycerol_channel_activity(6)	10	0.57804	0.77023	1	0.42196	0.23077	0.41482	0.43429	0.22378	0.23863	3	0.26525	0.40959	0.59081	5	0.30943	0.65834	0.77319
glycerolipid_biosynthetic_process(5)	122	0.61198	1	1	0.38802	0.000999	0.0072255	0.1653	0.000999	0.00151	46	0.18279	0.004995	0.026952	73	0.11997	0.000999	0.0079587
glycerolipid_catabolic_process(6)	32	0.83056	1	1	0.16944	0.000999	0.0072255	0.047052	0.000999	0.00151	5	2.1981e-05	0.000999	0.0078325	26	0.019445	0.000999	0.0079587
glycerolipid_metabolic_process(5)	247	0.62826	1	1	0.37174	0.000999	0.0072255	0.1669	0.000999	0.00151	89	0.18551	0.000999	0.0078325	148	0.099411	0.000999	0.0079587
glycerophospholipid_biosynthetic_process(6)	92	0.57087	0.98102	1	0.42913	0.01998	0.068491	0.20833	0.000999	0.00151	38	0.20763	0.014985	0.061714	51	0.16228	0.011988	0.051
glycerophospholipid_catabolic_process(7)	10	0.777	0.99401	1	0.223	0.006993	0.030598	0.1014	0.000999	0.00151	2	8.3225e-09	0.01998	0.076705	7	0.0020042	0.003996	0.02234
glycerophospholipid_metabolic_process(6)	168	0.57766	1	1	0.42234	0.000999	0.0072255	0.21453	0.000999	0.00151	68	0.21244	0.004995	0.026952	92	0.14778	0.000999	0.0079587
glycine_binding(5)	15	0.70463	0.98801	1	0.29537	0.012987	0.048779	0.33483	0.031968	0.037662	3	0.22378	0.33666	0.52631	10	0.23511	0.45355	0.60317
glycine_metabolic_process(7)	13	0.81677	0.999	1	0.18323	0.001998	0.012017	0.058866	0.000999	0.00151	2	0.0003253	0.061938	0.17069	11	0.06951	0.01998	0.073384
glycogen_biosynthetic_process(6)&glucan_biosynthetic_process(6)	40	0.58526	0.95005	1	0.41474	0.050949	0.13717	0.14601	0.000999	0.00151	17	0.18589	0.062937	0.17259	21	0.032394	0.000999	0.0079587
glycogen_catabolic_process(6)&glucan_catabolic_process(7)	16	0.60507	0.88511	1	0.39493	0.11588	0.25352	0.14233	0.000999	0.00151	6	0.11911	0.071928	0.18761	9	0.062513	0.031968	0.10246
glycogen_metabolic_process(5)&cellular_glucan_metabolic_process(6)&glucan_metabolic_process(6)	71	0.61198	0.997	1	0.38802	0.003996	0.020197	0.17294	0.000999	0.00151	28	0.22337	0.073926	0.19111	40	0.075616	0.000999	0.0079587
glycolipid_binding(4)	18	0.65425	0.98002	1	0.34575	0.020979	0.070653	0.21095	0.000999	0.00151	6	0.27918	0.42557	0.60602	12	0.17683	0.22278	0.38031
glycolipid_biosynthetic_process(6)	43	0.54351	0.83816	1	0.45649	0.16284	0.32374	0.24116	0.000999	0.00151	19	0.23521	0.15285	0.31406	22	0.17733	0.12887	0.26397
glycolipid_catabolic_process(6)	13	0.47254	0.44755	1	0.52746	0.55345	0.75533	0.19461	0.000999	0.00151	7	0.20507	0.21279	0.39331	5	0.018902	0.048951	0.13587
glycolipid_mannosyltransferase_activity(7)	57	0.44531	0.23776	1	0.55469	0.76324	0.93945	0.38911	0.006993	0.0091344	30	0.32303	0.58541	0.73521	23	0.36906	0.96404	0.98209
glycolipid_metabolic_process(6)	68	0.54047	0.85914	1	0.45953	0.14186	0.29396	0.22021	0.000999	0.00151	31	0.2296	0.070929	0.1861	34	0.14283	0.015984	0.062081
glycolytic_process(4)	58	0.56064	0.92907	1	0.43936	0.071928	0.17782	0.21742	0.000999	0.00151	25	0.22077	0.075924	0.19477	28	0.074679	0.000999	0.0079587
glycoprotein_binding(4)	101	0.55468	0.95604	1	0.44532	0.044955	0.12588	0.18109	0.000999	0.00151	46	0.21628	0.021978	0.082248	51	0.085119	0.000999	0.0079587
glycoprotein_biosynthetic_process(6)	224	0.55221	0.99401	1	0.44779	0.006993	0.030598	0.23456	0.000999	0.00151	96	0.22336	0.004995	0.026952	118	0.1788	0.004995	0.02655
glycoprotein_catabolic_process(6)	11	0.67419	0.95405	1	0.32581	0.046953	0.1298	0.27257	0.021978	0.026578	3	0.24702	0.36863	0.55373	7	0.17961	0.28472	0.44454
glycoprotein_metabolic_process(5)	264	0.57552	1	1	0.42448	0.000999	0.0072255	0.23949	0.000999	0.00151	106	0.23248	0.012987	0.055116	146	0.18208	0.004995	0.02655
glycosaminoglycan_binding(4)	171	0.59713	1	1	0.40287	0.000999	0.0072255	0.25531	0.000999	0.00151	67	0.28454	0.21878	0.39985	95	0.16414	0.002997	0.018216
glycosaminoglycan_biosynthetic_process(6)	42	0.54918	0.83616	1	0.45082	0.16484	0.32656	0.23768	0.000999	0.00151	17	0.17403	0.043956	0.13562	23	0.21844	0.29071	0.45054
glycosaminoglycan_catabolic_process(7)	16	0.41854	0.25874	1	0.58146	0.74226	0.92243	0.46341	0.24276	0.25777	7	0.24711	0.31768	0.50623	5	0.33697	0.71528	0.81489
glycosaminoglycan_metabolic_process(6)	81	0.57693	0.98701	1	0.42307	0.013986	0.051494	0.26285	0.000999	0.00151	31	0.22307	0.053946	0.1562	44	0.19035	0.086913	0.20329
glycoside_metabolic_process(5)	12	0.63873	0.92008	1	0.36127	0.080919	0.19253	0.15533	0.000999	0.00151	5	0.31936	0.51049	0.67379	7	0.038171	0.024975	0.085929
glycosphingolipid_biosynthetic_process(7)	12	0.57816	0.7972	1	0.42184	0.2038	0.38081	0.3421	0.056943	0.065064	5	0.38248	0.66533	0.79807	6	0.1988	0.37363	0.5304
glycosphingolipid_catabolic_process(7)	12	0.50956	0.58941	1	0.49044	0.41159	0.6161	0.19994	0.002997	0.004179	6	0.21747	0.26474	0.45021	5	0.018902	0.048951	0.13587
glycosphingolipid_metabolic_process(6)	33	0.56994	0.90509	1	0.43006	0.095904	0.21925	0.23127	0.000999	0.00151	14	0.24887	0.24575	0.43076	17	0.12635	0.034965	0.10813
glycosyl_compound_biosynthetic_process(5)	88	0.65455	1	1	0.34545	0.000999	0.0072255	0.19686	0.000999	0.00151	33	0.33661	0.62537	0.76525	54	0.096589	0.000999	0.0079587
glycosyl_compound_catabolic_process(5)	23	0.67141	0.98701	1	0.32859	0.013986	0.051494	0.23667	0.000999	0.00151	8	0.39551	0.75325	0.85865	15	0.15195	0.1049	0.23175
glycosyl_compound_metabolic_process(4)	196	0.67116	1	1	0.32884	0.000999	0.0072255	0.17868	0.000999	0.00151	67	0.2866	0.23876	0.42384	124	0.087244	0.000999	0.0079587
glycosylation(5)	182	0.57487	1	1	0.42513	0.000999	0.0072255	0.23335	0.000999	0.00151	73	0.22276	0.006993	0.035523	101	0.18027	0.013986	0.05669
glycosylceramide_metabolic_process(7)	12	0.54342	0.70829	1	0.45658	0.29271	0.48654	0.13446	0.000999	0.00151	6	0.2213	0.27373	0.45873	6	0.047624	0.048951	0.13587
gonad_development(4)	168	0.49088	0.58941	1	0.50912	0.41159	0.6161	0.33256	0.000999	0.00151	77	0.25459	0.054945	0.1582	69	0.20677	0.10889	0.23667
gonadotropin_secretion(4)	13	0.67849	0.95904	1	0.32151	0.041958	0.11918	0.49936	0.35564	0.37153	4	0.6773	0.97802	0.99269	7	0.25463	0.51349	0.6569
granulocyte_activation(5)	23	0.30277	0.015984	0.18497	0.69723	0.98501	1	0.092658	0.000999	0.00151	17	0.11937	0.011988	0.051565	6	0.01697	0.024975	0.085929
granulocyte_chemotaxis(5)	73	0.51012	0.72428	1	0.48988	0.27672	0.46797	0.25873	0.000999	0.00151	32	0.17598	0.007992	0.039604	36	0.22932	0.33067	0.49076
granulocyte_differentiation(8)	33	0.32705	0.012987	0.15538	0.67295	0.98801	1	0.28467	0.000999	0.00151	22	0.22765	0.10689	0.24854	8	0.1732	0.25475	0.41549
granulocyte_macrophage_colony_stimulating_factor_production(5)&regulation_of_granulocyte_macrophage_colony_stimulating_factor_production(5)	10	0.54239	0.68531	1	0.45761	0.31568	0.51119	0.47294	0.3027	0.31775	5	0.54925	0.92707	0.96673	4	0.2458	0.52947	0.66929
granulocyte_migration(5)	81	0.50179	0.65335	1	0.49821	0.34765	0.54635	0.25382	0.000999	0.00151	36	0.16431	0.003996	0.023011	40	0.24109	0.42458	0.57761
granzyme_mediated_apoptotic_signaling_pathway(6)	10	0.90329	1	1	0.096713	0.000999	0.0072255	0.67737	0.84016	0.85093	0	NA	NA	NA	4	0.19343	0.40859	0.56377
grooming_behavior(4)	20	0.6529	0.96204	1	0.3471	0.038961	0.11248	0.5047	0.35864	0.37425	4	0.29689	0.47153	0.64256	10	0.29064	0.65135	0.76794
growth_cone(4)	127	0.60578	0.999	1	0.39422	0.001998	0.012017	0.23966	0.000999	0.00151	47	0.24732	0.073926	0.19111	75	0.18417	0.031968	0.10246
growth_factor_activity(5)	141	0.5915	1	1	0.4085	0.000999	0.0072255	0.44745	0.003996	0.0054487	52	0.45322	0.999	1	63	0.21465	0.16084	0.30604
growth_factor_binding(4)	118	0.70138	1	1	0.29862	0.000999	0.0072255	0.18592	0.000999	0.00151	32	0.23534	0.082917	0.20621	85	0.15774	0.002997	0.018216
growth_factor_receptor_binding(5)	127	0.58894	0.998	1	0.41106	0.002997	0.016408	0.36642	0.000999	0.00151	46	0.3342	0.63736	0.77566	62	0.19616	0.074925	0.18434
growth_hormone_secretion(4)	16	0.22167	0.001998	0.036541	0.77833	0.999	1	0.37594	0.054945	0.062834	10	0.16675	0.068931	0.18279	2	0.17376	0.42657	0.57833
growth_involved_in_symbiotic_interaction(3)&growth_of_symbiont_involved_in_interaction_with_host(4)&growth_of_symbiont_in_host(5)	23	0.52806	0.7013	1	0.47194	0.2997	0.49364	0.30318	0.001998	0.002859	9	0.17198	0.1049	0.24603	11	0.22049	0.37263	0.52999
growth_plate_cartilage_development(5)	15	0.52337	0.66633	1	0.47663	0.33467	0.53179	0.33626	0.032967	0.038764	6	0.22096	0.27173	0.45653	7	0.24546	0.48052	0.62756
guanosine_containing_compound_biosynthetic_process(9)	13	0.42338	0.27872	1	0.57662	0.72228	0.90768	0.33315	0.037962	0.044411	8	0.34326	0.58242	0.73379	4	0.14623	0.29171	0.45177
guanosine_containing_compound_metabolic_process(8)	19	0.54617	0.73926	1	0.45383	0.26174	0.45069	0.34554	0.022977	0.027701	10	0.46137	0.9011	0.95258	8	0.11894	0.12088	0.25398
guanyl_nucleotide_binding(6)	346	0.59194	1	1	0.40806	0.000999	0.0072255	0.25152	0.000999	0.00151	134	0.26352	0.030969	0.10427	201	0.20255	0.007992	0.037427
guanyl_nucleotide_exchange_factor_activity(2)	172	0.56547	0.995	1	0.43453	0.005994	0.027147	0.17877	0.000999	0.00151	73	0.185	0.000999	0.0078325	97	0.15716	0.000999	0.0079587
guanyl_ribonucleotide_binding(6)	345	0.59334	1	1	0.40666	0.000999	0.0072255	0.25154	0.000999	0.00151	133	0.26366	0.034965	0.11377	201	0.20255	0.007992	0.037427
guanylate_cyclase_activity(4)	9	0.68029	0.93506	1	0.31971	0.065934	0.16675	0.5587	0.54246	0.558	2	0.54793	0.84016	0.9145	4	0.23311	0.49051	0.63565
guanylyltransferase_activity(6)	10	0.34974	0.15584	1	0.65026	0.84515	1	0.10097	0.000999	0.00151	6	0.00037618	0.000999	0.0078325	4	0.25187	0.55045	0.68622
hair_cell_differentiation(7)	43	0.52599	0.75724	1	0.47401	0.24376	0.43157	0.37567	0.003996	0.0054487	18	0.30769	0.46553	0.63816	19	0.24291	0.45554	0.60534
hair_cycle_phase(3)	19	0.63055	0.94306	1	0.36945	0.057942	0.15103	0.44072	0.16683	0.18058	4	0.095986	0.11688	0.26324	9	0.22108	0.41658	0.57127
hair_follicle_development(4)	93	0.61591	1	1	0.38409	0.000999	0.0072255	0.34452	0.000999	0.00151	29	0.2687	0.22677	0.40964	51	0.22054	0.22577	0.38347
hair_follicle_maturation(5)	21	0.61016	0.93107	1	0.38984	0.06993	0.17391	0.40462	0.057942	0.066172	5	0.080173	0.042957	0.1334	10	0.20961	0.34865	0.50798
hair_follicle_morphogenesis(4)	31	0.57727	0.91209	1	0.42273	0.088911	0.20657	0.43549	0.084915	0.094783	11	0.38719	0.77323	0.87131	15	0.28274	0.65335	0.76935
head_development(4)	533	0.50008	0.83816	1	0.49992	0.16284	0.32374	0.33004	0.000999	0.00151	239	0.25312	0.004995	0.026952	238	0.24964	0.44056	0.59261
head_morphogenesis(4)	40	0.39671	0.073926	0.61639	0.60329	0.92707	1	0.31159	0.000999	0.00151	20	0.12567	0.002997	0.018503	16	0.37188	0.92208	0.95756
heart_contraction(7)	173	0.53312	0.94306	1	0.46688	0.057942	0.15103	0.36757	0.000999	0.00151	73	0.31867	0.52747	0.68778	77	0.22503	0.21578	0.37294
heart_development(4)	453	0.53937	1	1	0.46063	0.000999	0.0072255	0.29796	0.000999	0.00151	194	0.26315	0.014985	0.061714	214	0.18188	0.001998	0.013547
heart_field_specification(6)	12	0.47938	0.4955	1	0.52062	0.50549	0.71115	0.31672	0.033966	0.039855	6	0.2789	0.42358	0.60356	5	0.22543	0.46853	0.61757
heart_formation(5)	23	0.60518	0.93506	1	0.39482	0.065934	0.16675	0.3457	0.00999	0.012739	9	0.40938	0.78721	0.88098	12	0.1889	0.26773	0.42945
heart_growth(4)	77	0.56327	0.95904	1	0.43673	0.041958	0.11918	0.29851	0.000999	0.00151	30	0.24316	0.13287	0.28566	38	0.17605	0.055944	0.1509
heart_looping(6)	53	0.58358	0.96803	1	0.41642	0.032967	0.099763	0.33835	0.000999	0.00151	21	0.35212	0.69031	0.81659	26	0.17454	0.11289	0.24338
heart_morphogenesis(5)	224	0.55671	0.996	1	0.44329	0.004995	0.023727	0.33176	0.000999	0.00151	92	0.3073	0.41059	0.59174	104	0.17348	0.006993	0.034284
heart_process(6)	175	0.53598	0.97203	1	0.46402	0.028971	0.090528	0.36908	0.000999	0.00151	73	0.31867	0.52747	0.68778	79	0.23197	0.28272	0.44339
heart_trabecula_formation(5)	13	0.63351	0.91309	1	0.36649	0.087912	0.20488	0.33572	0.041958	0.048873	3	0.050287	0.11588	0.26135	8	0.27669	0.6004	0.72446
heart_trabecula_morphogenesis(5)	25	0.63232	0.96404	1	0.36768	0.036963	0.10848	0.27706	0.001998	0.002859	7	0.14381	0.092907	0.22462	16	0.24499	0.45355	0.60317
heart_valve_development(4)	29	0.55928	0.84615	1	0.44072	0.15485	0.31211	0.28678	0.002997	0.004179	12	0.26663	0.30869	0.4976	14	0.15122	0.12687	0.26148
heart_valve_formation(4)	13	0.53977	0.68531	1	0.46023	0.31568	0.51119	0.27656	0.010989	0.013931	6	0.30244	0.48551	0.65283	7	0.25439	0.51349	0.6569
heart_valve_morphogenesis(4)	27	0.57359	0.87612	1	0.42641	0.12488	0.26864	0.25606	0.000999	0.00151	11	0.25424	0.28771	0.47245	14	0.15122	0.12687	0.26148
heat_generation(6)	20	0.63795	0.95604	1	0.36205	0.044955	0.12588	0.2167	0.000999	0.00151	7	0.25543	0.33866	0.52782	12	0.12883	0.0999	0.22411
heat_shock_protein_binding(4)	79	0.57522	0.98302	1	0.42478	0.017982	0.063125	0.2137	0.000999	0.00151	30	0.15276	0.004995	0.026952	45	0.18444	0.065934	0.16841
hedgehog_receptor_activity(6)	9	0.56048	0.74925	1	0.43952	0.25175	0.43946	0.48369	0.32967	0.34536	3	0.38681	0.66633	0.79869	5	0.43856	0.88611	0.93281
helicase_activity(8)	152	0.29605	0.000999	0.0217	0.70395	1	1	0.15475	0.000999	0.00151	106	0.10536	0.000999	0.0078325	44	0.23529	0.34965	0.509
hematopoietic_progenitor_cell_differentiation(6)	178	0.37147	0.000999	0.0217	0.62853	1	1	0.29359	0.000999	0.00151	107	0.22023	0.001998	0.013454	53	0.20178	0.12587	0.26023
hematopoietic_stem_cell_differentiation(6)	24	0.37963	0.0999	0.7611	0.62037	0.9011	1	0.5015	0.34665	0.36258	11	0.25921	0.2977	0.48421	7	0.45494	0.93207	0.96316
hematopoietic_stem_cell_proliferation(5)	18	0.4864	0.52547	1	0.5136	0.47552	0.68054	0.21413	0.000999	0.00151	9	0.18844	0.12887	0.27986	8	0.14479	0.18382	0.33291
heme_binding(5)	131	0.75092	1	1	0.24908	0.000999	0.0072255	0.24473	0.000999	0.00151	29	0.2805	0.29371	0.47911	85	0.081473	0.000999	0.0079587
heme_biosynthetic_process(5)	20	0.3378	0.038961	0.37899	0.6622	0.96204	1	0.059856	0.000999	0.00151	13	0.027277	0.000999	0.0078325	7	0.12036	0.13586	0.27394
heme_metabolic_process(4)	29	0.39896	0.14086	0.94545	0.60104	0.86014	1	0.056067	0.000999	0.00151	17	0.022524	0.000999	0.0078325	12	0.10359	0.046953	0.1323
hemoglobin_biosynthetic_process(6)	11	0.42788	0.32567	1	0.57212	0.67532	0.86636	0.19516	0.005994	0.0079142	7	0.25429	0.33467	0.52466	4	0.091671	0.17982	0.32798
hemoglobin_metabolic_process(5)	16	0.45651	0.36264	1	0.54349	0.63836	0.83408	0.18806	0.000999	0.00151	9	0.20096	0.16184	0.32651	7	0.17148	0.26773	0.42945
hemostasis(5)	159	0.55697	0.997	1	0.44303	0.003996	0.020197	0.14144	0.000999	0.00151	72	0.17702	0.000999	0.0078325	86	0.10167	0.000999	0.0079587
heparan_sulfate_proteoglycan_binding(4)	23	0.37341	0.086913	0.69037	0.62659	0.91409	1	0.28209	0.000999	0.00151	16	0.30994	0.48651	0.65364	6	0.088182	0.091908	0.21121
heparan_sulfate_proteoglycan_biosynthetic_process(5)	17	0.70176	0.996	1	0.29824	0.004995	0.023727	0.18608	0.000999	0.00151	6	0.41859	0.77622	0.87263	11	0.059255	0.013986	0.05669
heparan_sulfate_proteoglycan_metabolic_process(5)	22	0.69468	0.997	1	0.30532	0.003996	0.020197	0.17798	0.000999	0.00151	8	0.40508	0.78122	0.87618	14	0.048201	0.005994	0.03055
heparan_sulfate_sulfotransferase_activity(6)	42	0.67174	0.998	1	0.32826	0.002997	0.016408	0.48094	0.16783	0.18154	12	0.60686	0.997	1	24	0.28821	0.71429	0.81431
heparin_binding(4)	131	0.5954	1	1	0.4046	0.000999	0.0072255	0.24549	0.000999	0.00151	51	0.26292	0.15984	0.32365	73	0.16096	0.005994	0.03055
hepaticobiliary_system_development(5)	96	0.62616	1	1	0.37384	0.000999	0.0072255	0.17914	0.000999	0.00151	35	0.20946	0.022977	0.084519	58	0.11838	0.000999	0.0079587
hepatocyte_apoptotic_process(8)	13	0.42402	0.28172	1	0.57598	0.71928	0.90527	0.078493	0.000999	0.00151	7	0.0031998	0.000999	0.0078325	6	0.16633	0.28472	0.44454
hepatocyte_growth_factor_receptor_signaling_pathway(8)	10	0.66404	0.92807	1	0.33596	0.072927	0.17923	0.21289	0.004995	0.0066792	3	0.18026	0.26673	0.45223	6	0.098019	0.11089	0.24023
heterochromatin(4)	73	0.27126	0.000999	0.0217	0.72874	1	1	0.11381	0.000999	0.00151	52	0.061246	0.000999	0.0078325	20	0.20616	0.26673	0.42846
heterochromatin_organization(5)	12	0.48494	0.51149	1	0.51506	0.48951	0.69581	0.28966	0.020979	0.025425	6	0.25955	0.36863	0.55373	6	0.31977	0.73327	0.82693
heterocycle_catabolic_process(5)	271	0.46739	0.22378	1	0.53261	0.77722	0.9497	0.19402	0.000999	0.00151	136	0.13415	0.000999	0.0078325	126	0.20106	0.031968	0.10246
heterophilic_cell_cell_adhesion_via_plasma_membrane_cell_adhesion_molecules(6)	32	0.68085	0.996	1	0.31915	0.004995	0.023727	0.26084	0.000999	0.00151	9	0.30887	0.4975	0.66294	22	0.2076	0.24875	0.4082
heterotrimeric_G_protein_complex(4)	35	0.53315	0.75824	1	0.46685	0.24276	0.4306	0.43494	0.074925	0.084234	16	0.4524	0.93506	0.97127	18	0.38803	0.95704	0.97749
heterotypic_cell_cell_adhesion(5)	42	0.59176	0.95105	1	0.40824	0.04995	0.13552	0.22099	0.000999	0.00151	17	0.26438	0.28971	0.47456	25	0.19148	0.17782	0.32522
hexosaminidase_activity(6)	94	0.53086	0.86813	1	0.46914	0.13287	0.27991	0.35407	0.000999	0.00151	40	0.30584	0.42058	0.60147	44	0.25112	0.48152	0.62789
hexose_biosynthetic_process(7)	60	0.69548	1	1	0.30452	0.000999	0.0072255	0.21146	0.000999	0.00151	16	0.21787	0.14086	0.29655	41	0.15126	0.017982	0.06814
hexose_catabolic_process(7)	11	0.64014	0.92408	1	0.35986	0.076923	0.18599	0.182	0.002997	0.004179	4	0.2256	0.33467	0.52466	6	0.016602	0.024975	0.085929
hexose_metabolic_process(6)	189	0.67244	1	1	0.32756	0.000999	0.0072255	0.20229	0.000999	0.00151	60	0.26094	0.12488	0.27449	120	0.11314	0.000999	0.0079587
hexose_transmembrane_transport(6)&glucose_transmembrane_transporter_activity(8)	15	0.58304	0.85215	1	0.41696	0.14885	0.30358	0.27708	0.008991	0.011567	6	0.2901	0.45355	0.62831	8	0.17694	0.26673	0.42846
hexose_transmembrane_transporter_activity(7)	16	0.61079	0.9001	1	0.38921	0.1009	0.22749	0.25984	0.004995	0.0066792	6	0.2901	0.45355	0.62831	9	0.15743	0.2008	0.35399
hexose_transport(6)	101	0.6146	0.999	1	0.3854	0.001998	0.012017	0.26816	0.000999	0.00151	38	0.29886	0.38961	0.57238	52	0.090921	0.000999	0.0079587
high_density_lipoprotein_particle(4)	22	0.95321	1	1	0.046789	0.000999	0.0072255	0.047665	0.000999	0.00151	1	0.49496	0.65934	0.7943	21	0.026365	0.000999	0.0079587
high_density_lipoprotein_particle_assembly(5)	10	0.87265	1	1	0.12735	0.000999	0.0072255	0.054698	0.000999	0.00151	1	2.7329e-25	0.058941	0.16557	9	0.060775	0.031968	0.10246
high_density_lipoprotein_particle_remodeling(5)	10	0.90784	1	1	0.092156	0.000999	0.0072255	0.16714	0.001998	0.002859	1	0.91414	0.96503	0.98615	9	0.084141	0.04995	0.13807
high_voltage_gated_calcium_channel_activity(10)	11	0.43906	0.36264	1	0.56094	0.63836	0.83408	0.45093	0.24476	0.25981	5	0.26194	0.35764	0.54371	6	0.60841	0.995	0.99979
